"V1","V2","V3","V4","V5","V6"
-0.418035374098922,-0.123292526500729,-0.00783353935211251,0.0912606455682893,0.123733827352317,0.329898142812609
-0.317251018499803,-0.297037522811596,-0.100237827733153,0.0675984175310653,0.253896496784782,0.335187689042968
-0.358343924698687,-0.159638411512209,-0.151394251103644,0.091087000005406,0.223780290791599,0.346554962733939
-0.500228724447293,-0.288675295669203,0.0250989787402051,0.117917317695267,0.25637543719383,0.290875648383284
-0.308981391419308,-0.229365754235206,-0.136706464006031,0.0161365510969489,0.162259705586504,0.287717585814218
-0.289025321368715,-0.284475331862699,-0.0698109787342547,0.147128247133223,0.232896559485202,0.281357371917233
-0.372215647518789,-0.251410026596238,-0.114350769333092,0.0634390898941246,0.245352751691639,0.317452471532479
-0.370639796506175,-0.252751897205873,-0.0126802977888747,0.131271537573845,0.219753982370956,0.327641346125634
-0.383617406883333,-0.226752799786508,-0.0669598839057133,0.0509550067861138,0.186211577757289,0.357988637809811
-0.411965391450753,-0.18287261093337,-0.0372536450477627,0.0583597451593959,0.280666021972587,0.285123550700953
-0.271917916761344,-0.152030968492604,-0.0346230495561943,0.0222910625442299,0.126771545981528,0.343424916045053
-0.400412252623651,-0.209226282460167,-0.0213519492554295,0.0548175920636418,0.216235147623852,0.288686557056323
-0.368125915536855,-0.200620385353388,-0.0919895705108209,0.0610656859026975,0.255605390108032,0.277087473047816
-0.408791641809141,-0.217823779961205,-0.0891698447764768,0.0254597932841681,0.199262516014349,0.367117022341311
-0.371763203543238,-0.23210853102681,-0.116111295408702,0.0987493683370236,0.241530426725958,0.323984214353067
-0.315805042181046,-0.225818740755778,-0.0186860111505323,-0.0482513746475333,0.239709844642807,0.215375332508775
-0.349472561053997,-0.194909342833015,-0.0131703234220788,0.0931220128061007,0.167658884409741,0.281040176088128
-0.354659592386434,-0.255248122700434,-0.105416492961619,0.0860362039202788,0.173646280630929,0.316170490839401
-0.375900602001297,-0.303061874623679,-0.0902409562412207,0.00758068220802521,0.23874829162543,0.366157160345058
-0.395117339075649,-0.262524730076209,-0.0531370442869754,0.0797749943244084,0.281556376805212,0.233068148531585
