"V1","V2","V3","V4","V5","V6"
-0.275141942669452,-0.280792484744186,-0.217461194554679,-0.178712294901189,0.0987342917576265,0.136637272391964
-0.454364014763508,-0.0680445556777296,-0.166434395971762,-0.0957432696510876,-0.180034914670696,0.0499476987447699
-0.348184905158432,-0.204171161452715,-0.163514344507772,-0.149857154682351,-0.0282358065299244,-0.0309406615046557
-0.344075581072138,-0.162419741614752,-0.253654431608568,-0.19103931591127,0.0944245670708022,0.10393084689535
-0.339793832999248,-0.366724043964755,-0.133357665172456,0.132222334515964,-0.0382022766225594,-0.11292278668643
-0.376195340632358,-0.102913435762165,-0.130302219294273,0.0452381699127751,-0.141957810691423,-0.212270246184694
-0.302779236635945,-0.314241315406786,-0.0567350606287358,-0.00928340502143632,0.0582364231681157,0.00668454190348866
-0.171518817520118,-0.479508108321387,-0.182753136914454,0.0127512916261701,-0.0347964755248866,-0.0459102235697981
-0.345744234556536,-0.341307209018065,-0.251116719344643,-0.184282977778101,0.00598006095697501,0.0364452394326257
-0.268282538549749,-0.333680102347359,-0.241955877411406,-0.13504640491051,0.0351273023096186,0.101650656690546
-0.374216837475623,-0.321812069810557,-0.249735488438559,-0.0548897313603196,-0.113044075992542,0.143639417595711
-0.367703707287608,-0.294278221416581,-0.25360014196302,-0.205012141022204,-0.0751207678066013,0.14082883593783
-0.325045758833278,-0.334509382341898,-0.0923300599820582,-0.0658256207235701,-0.0505506899722967,0.0692994421752119
-0.37514568360681,-0.179924919556668,-0.118919064991217,-0.102135570581274,-0.104148246389626,0.0804431657147764
-0.244288156667703,-0.188113384056199,-0.24935036751443,-0.0537313446656646,-0.102340396067027,0.172959694295333
-0.292479787293205,-0.202722897245236,-0.349111764924956,-0.0088607745590441,0.0543190012216562,-0.0920165517241378
-0.398835647111509,-0.365373241790738,0.039593704275347,-0.23010515107813,-0.141257829164572,-0.0109539130639333
-0.334084220413275,-0.260699495694267,-0.186480008605678,-0.0852486830942845,-0.02719111381619,0.143081649533262
-0.349249916191753,-0.288727329313446,-0.268079386543803,-0.18489837483661,-0.242751538223186,-0.0251975825197583
-0.182228683099304,-0.3909026297086,-0.0781438038542384,-0.0948227886203903,-0.0521914638137397,-0.0344707017120811
-0.326751563632832,-0.343157788834419,-0.205839067898026,-0.247808834430733,-0.00806216299839346,0.140812423500612
-0.459334298670121,-0.306858437708683,-0.186131151688142,-0.0490705146061989,0.125414944424218,-0.131293280928317
-0.329484239590893,-0.470221997494116,-0.0317107639702738,0.00493783597759134,-0.058858448288958,0.0168999831337494
-0.712816382362004,-0.25774348864014,-0.265750822215804,-0.0742263152369471,0.0800404098715543,0.109609263720611
-0.336300820434098,-0.563672592914029,-0.210173779602671,-0.170291028988546,-0.0515960203401726,-0.0677189179424649
-0.340513738427822,-0.275435614696901,-0.103430026791916,-0.197661552948562,0.0291023415137722,0.0409539392136448
-0.446133838036732,-0.30870060423544,-0.181684929705184,-0.176947427825688,-0.0988934596233271,0.0908015413602751
-0.237343419848253,-0.318710184495739,-0.276465486454773,-0.179073069430104,0.0675770361846312,-0.0361303636936128
-0.34818057956294,-0.169939025772378,-0.126581917683275,-0.300917386305257,0.105261939000285,-0.0568189012633458
-0.398555208292123,-0.18867805662191,-0.136850106218245,-0.0383322655364446,0.0459282598158022,0.21325783532297
-0.251814876818229,0.0376948809987676,-0.195133103632324,-0.0772854458280534,0.0510323788951191,0.0921382943458433
-0.234243309879222,-0.184871676717488,-0.201646294035532,-0.286735256970582,0.0754138282896042,0.0260136446835654
-0.339617824487367,-0.38710160525676,-0.280840461843159,-0.112051517108394,0.00545705168148958,-0.0940383632647102
-0.47620398335611,-0.194635685849653,-0.151036379972456,0.0203929766566694,-0.0979292113029258,0.0600089985377377
